movie_id,name,year,rank
2275,"31st Annual Daytime Emmy Awards, The",2004,
2276,"31st Annual Grammy Awards, The",1989,
2277,"31st Annual Juno Awards, The",2002,
2278,"31st Annual Primetime Emmy Awards, The",1979,
2279,"31st Annual Tony Awards, The",1977,
2280,31st NAACP Image Awards,2000,
2281,32 dicembre,1988,
2282,32/76: An W+B,1976,
2283,322,1969,5.3
2284,32A,2004,
2285,"32nd Annual Academy Awards, The",1960,
2286,"32nd Annual Grammy Awards, The",1990,
2287,"32nd Annual Juno Awards, The",2003,
2288,"32nd Annual Primetime Emmy Awards, The",1980,
2289,"32nd Annual Tony Awards, The",1978,
2290,32nd NAACP Image Awards,2001,
2291,"32nd Regiment, Michigan Volunteers",1898,
2292,32oe dekabrya,2004,
2293,32 giro ciclistico d'Italia,1949,
2294,33 1/2,2004,
2295,33 1/3 Revolutions Per Monkee,1969,
2297,33 tours et puis s'en vont,1955,
2298,33.333,1924,
2299,33.333,1936,
2300,336 PEK,2000,
2301,"33rd Annual Academy Awards, The",1961,
2302,"33rd Annual Grammy Awards, The",1991,
2303,"33rd Annual Juno Awards, The",2004,
2304,"33rd Annual Primetime Emmy Awards, The",1981,
2305,"33rd Annual Tony Awards, The",1979,
2306,"33rd Infantry, U.S.A.",1899,
2307,33rd NAACP Image Awards,2002,
2308,"33rd Regiment, Michigan Volunteers",1898,
2309,34-j skoryj,1981,6.8
2310,348,1999,
2311,"34th Annual Academy Awards, The",1962,
2312,"34th Annual Grammy Awards, The",1992,
2313,"34th Annual Tony Awards, The",1980,
2314,34th NAACP Image Awards,2003,
2316,35 Aside,1995,6
2317,35 godina G.P. Neimar,1980,
2318,35 godina PKB,1981,
2319,35 grader,2002,
2320,35 J,2003,
2321,35 Miles from Normal,1997,6.8
2322,35 Up,1991,
2323,"35, Boulevard General Koenig",1971,
2324,35/40,2005,
2325,357 magnum,1979,
2326,"35th Annual Academy Awards, The",1963,
2327,35th Annual GMA Music Awards,2004,
2328,"35th Annual Golden Globe Awards, The",1978,
2329,"35th Annual Grammy Awards, The",1993,
2330,"35th Annual Tony Awards, The",1981,
2331,35th NAACP Image Awards,2004,
2332,36,2001,
2333,36,2004,
2334,36 Chowringhee Lane,1981,7.4
2335,"36 colpi, I",1997,
2336,"36 Deadly Styles, The",1980,5
2338,36 Ghante,1974,
2339,36 Hours,1953,6.2
2340,36 Hours,1965,7
2341,36 Hours to Die,1999,
2342,36 Hours to Kill,1936,
2344,36 Stunden Angst,1998,
2345,36-15,1988,
2346,360 b'u,1998,
2347,360 Degrees.org,2002,
2348,360 de bonheur,2003,
2349,3615 code Pre Nol,1990,5.3
2350,364 Girls a Year,1996,4.6
2351,365 Nights in Hollywood,1934,6
2352,36K,2000,9.5
2353,"36th Annual Academy Awards, The",1964,
2354,"36th Annual Grammy Awards, The",1994,
2355,"36th Annual Tony Awards, The",1982,
2356,37 Ninja Kids,1983,1.8
2357,37 og et halvt,2005,
2358,37 Stories About Leaving Home,1997,
2359,37/78: Tree Again,1978,
2360,"37th Annual Academy Awards, The",1965,
2361,372 le matin,1986,7.2
2362,38 popugayev,1976,7.8
2363,38 Special: Live at Sturgis,1999,
2364,"38th Annual Academy Awards, The",1966,
2365,"38th Annual Golden Globe Awards, The",1981,
2366,"38th Annual Grammy Awards, The",1996,
2367,38th Annual New Zealand Music Awards,2001,
2368,39 cartas de amor,1949,
2369,39 East,1920,
2370,39 keih dai sanjky j,1999,6.8
2371,"39 Steps, The",1935,8
2372,"39 Steps, The",2005,
2373,"39-es dandr, A",1959,
2374,39/81: Which Way to CA?,1981,
2375,"39th Annual Academy Awards, The",1967,
2376,"39th Annual Golden Globe Awards, The",1982,
2377,3: The Dale Earnhardt Story,2004,
2378,3: Watch It Go,1997,
2379,3:1 a szerelem javra,1937,
2380,3:10 to Yuma,1957,7.7
2381,3:10 to Yuma,2004,
2382,3:15,1986,4.4
2383,3:30 A.M.,2003,
2384,3azima,2003,
2385,3D,2000,
2386,3D Ant Attack,1984,
2387,3D Frog Man,1998,
2388,3D Halloween,2000,
2389,3D Tank Duel,1984,
2390,3D Tetrimania,1998,
2391,3deep,1999,
2392,"3groschenoper, Die",1931,6.8
2393,3inui geomeun pyobeom,1971,
2394,3rd Annual BET Awards,2003,
2395,"3rd Annual Canadian Comedy Awards, The",2002,
2396,3rd Annual Latin Grammy Awards,2002,
2397,3rd Annual Screen Actors Guild Awards,1997,
2398,"3rd Annual Soul Train Music Awards, The",1989,
2399,"3rd Annual Women Rock! Girls and Guitars, The",2002,
2400,3rd Ave. El,1955,
2401,"3rd Barry Manilow Special, The",1979,
2402,"3rd Voice, The",1960,7.2
2403,3Xtreme,1999,
2404,4,1995,
2405,4,1998,
2406,4,2001,
2407,4 1/2,1996,
2408,4 a Cero,1998,
2409,4 a.m.: Open All Night,1999,6.8
2410,4 Adults Only,1986,
2412,4 Artists Paint 1 Tree: A Walt Disney 'Adventure in Art',1964,6.9
2413,4 aventures de Reinette et Mirabelle,1987,7.6
2414,4 balgarak,2002,4.4
2415,4 Bi 4,1994,
2416,"4 bodas de Marisol, Las",1967,
2417,4 caporali e 1/2 e un colonello tutto d'un pezzo,1973,
2418,4 Cheerleaders of the Apocalypse,1997,
2419,4 Clowns,1970,8.1
2420,4 Devils,1928,
2421,4 Faces,1999,
2422,4 fans fik chancen for at mde 'Vegas folket' p Comedy Zoo i Kbenhavn,2003,
2427,"4 Finger Club 12, The",2000,
2428,4 Finger Club 15,2001,
2429,4 Finger Club 16,2001,
2430,"4 Finger Club 18, The",2001,
2431,"4 Finger Club 19, The",2001,
2432,"4 Finger Club 2, The",1999,
2433,"4 Finger Club 4, The",1999,
2434,4 Finger Club 6,1999,
2435,"4 Finger Club 7, The",1999,
2436,"4 Finger Club 8, The",1999,
2437,4 for Texas,1963,5.3
2438,4 Freunde und 4 Pfoten,2003,7.2
2440,4 Geschichten ber 5 Tote,1998,8.6
2441,4 hembras y un macho menos,1979,
2442,4 Hours 3: Lezbo Madness,1999,
2443,4 Inyong shiktak,2003,5.6
2444,"4 jaargetijden, De",1993,
2445,4 Little Girls,1997,7.5
2446,4 maneras de tapar un hoyo,1995,8.1
2447,4 marmittoni alle grandi manovre,1974,3.2
2448,4 min 3 sec,1999,
2449,4 minuti per 4 milliardi,1976,
2450,4 More Days,2003,
2451,4 mosche di velluto grigio,1971,6.3
2452,4 movimiento: destruccin,1993,
2453,"4 msicos de Bremen, Los",1989,
2454,"4 narcas 2, Las",2002,
2455,4 P.M.,2000,6
2456,"4 saisons d'Espigoule, Les",1999,7
2458,4 Second Delay,1998,5.5
2459,4 Selections from Plimpton County's Tuff Truck Jamboree,2003,
2460,4 Short Films About Love: Summer,1995,
2461,4 Short Films by Rob Wheeler,1995,
2462,4 Songs by the 4 Gentlemen,1949,
2463,4 the People,2004,
2464,4 Urlauber und 1 Baby,1996,
2465,4 Vertigo,2000,
2466,4 x 4,1965,6.1
2467,4 Young Barents Dox,2000,
2468,4-Cylinder 400,2004,
2469,4. August 2002,2003,
2470,4.50 from Paddington,1987,
2471,40,1999,
2472,40,2002,5.8
2473,"40 ans, bourgeoise et pute",1995,
2474,40 aos de novios,1963,
2475,40 Carats,1973,5.8
2476,40 Days and 40 Nights,2002,5.5
2477,40 Days for Danny,1982,
2478,40 Days of Musa Dagh,1982,7.2
2479,40 ezetz,1999,
2480,40 gradi all'ombra del lenzuolo,1976,4.7
2481,40 grados a la sombra,1967,5.5
2482,40 Greatest Reality TV Moments,2004,
2484,40 jaar Textielarbeiderscentrale van Belgi,1938,
2486,40 Pounds of Trouble,1962,6.1
2487,40 Quadratmeter Deutschland,1986,7.1
2490,40 Something and Still Hot,1995,
2491,40 Stunden in der Schrgspur,1994,
2493,40 Winks,1999,
2494,40 Winks of Fury,1998,
2495,40 Year Scotch,2004,
2496,40 Years of Adventures,1995,
2497,40 Years of Laughter: The Sitcoms,1995,
2498,40 Years of University Challenge,2002,
2499,40 r med Oluf,1999,
2500,"40,000 Horsemen",1941,6.7
2501,"40,000 Miles with Lindbergh",1928,
2502,"40,000 Years of Dreaming",1997,6.3
2503,40-Horse Hawkins,1924,
2504,40/81: Breakfast im Grauen,1981,
2505,"400 Million, The",1939,5.1
2506,400 Not Out! - Brian Lara's World Record Innings,2004,
2507,"400-Jahrfeier von Augsburg, Die",1930,
2508,4000 de trepte spre cer,1963,
2509,4000 milja daleki,1962,
2510,400m haies,1998,
2511,405,2000,6.7
2512,405 mou sha an,1980,
2513,40Something Xtra: Older and Bolder,2004,
2514,40th Anniversary Celebration of Coronation Street,2000,
2515,"40th Annual Academy Awards, The",1968,
2516,"40th Annual Grammy Awards, The",1998,
2517,"40th Annual Miss USA Pageant, The",1991,
2518,"40th Annual Tony Awards, The",1986,
2519,41 Days,1999,
2520,41 el hombre perfecto,1982,
2521,41 Shots,2000,
2522,41/82: Getting warm,1982,
2523,411VM Skateboarding Issue 48,2001,
2524,"4125, Parthenais",2001,
2525,"41st Annual Academy Awards, The",1969,
2526,"41st Annual Grammy Awards, The",1999,
2527,"41st Annual Tony Awards, The",1987,
2528,42-DD,2002,
2529,"42. Himmel, Der",1962,
2530,420,1992,
2531,420,2000,
2532,420,2004,
2533,420 Seconds of Love,2002,
2534,421,2002,
2535,42: Forty Two Up,1998,
2536,42:6 - Ben Gurion,1970,
2537,42K,2000,7.1
2538,"42nd Annual Academy Awards, The",1970,
2539,"42nd Annual Grammy Awards, The",2000,
2540,42nd Annual L.A. County Arts Commission Holiday Celebration,2001,
2541,"42nd Annual New York Emmy Awards, The",1999,
2542,"42nd Annual Tony Awards, The",1988,
2543,42nd Annual TV Week Logie Awards,2000,
2544,42nd Street,1929,
2545,42nd Street,1933,7.5
2546,"42nd. Street Special, The",1933,7
2547,43: The Richard Petty Story,1974,5.2
2548,"43rd Annual Academy Awards, The",1971,
2549,"43rd Annual Grammy Awards, The",2001,
2550,"43rd Annual Primetime Emmy Awards, The",1991,
2551,"43rd Annual Tony Awards, The",1989,
2552,43rd Annual TV Week Logie Awards,2001,
2553,43rd Rifles; Royal Canadian Infantry,1899,
2554,44,2000,
2555,44 Minutes: The North Hollywood Shoot-Out,2003,
2556,44 ou les rcits de la nuit,1985,
2557,"44-Caliber Mystery, A",1917,
2558,44. divisioonan kujanjuoksu,1995,
2559,44/85: Foot'-age Shoot'-out,1985,
2560,"44th Annual Academy Awards, The",1972,
2561,"44th Annual Golden Globe Awards, The",1987,
2562,"44th Annual Grammy Awards, The",2002,
2563,"44th Annual Tony Awards, The",1990,
2564,45 expansiva,1996,
2565,45 Fathers,1937,
2566,45 Minutes from Broadway,1920,
2567,45 RPM Love,1996,
2568,45/85,1985,
2569,4500 kilos d'or pur,1972,
2570,451 Forte,2000,
2571,457mm d'erreur,1996,
2572,"45th Annual Academy Awards, The",1973,
2573,"45th Annual Grammy Awards, The",2003,
2574,"45th Annual Tony Awards, The",1991,
2575,"45 parallelo, Il",1997,
2576,45 parallelo,1986,
2577,46. Vzporednik,1973,
2578,4628 Meter hoch auf Skiern - Besteigung des Monte Rosa,1913,
2579,463 dana za nauku,1971,
2580,"46th Annual Academy Awards, The",1974,
2581,"46th Annual Grammy Awards, The",2004,
2582,"46th Annual Primetime Emmy Awards, The",1994,
2583,"46th Annual Tony Awards, The",1992,
2584,47 morto che parla,1950,7.8
2585,47 Natkal,1981,
2586,47 Seconds,2005,
2587,47:an Lken,1971,3.8
2588,47:an Lken blser p,1972,2.8
2589,"47th Annual Academy Awards, The",1975,
2590,"47th Annual Miss USA Pageant, The",1998,
2591,"47th Annual Primetime Emmy Awards, The",1995,
2592,"47th Annual Tony Awards, The",1993,
2593,48 Film Hour,2003,
2596,48 Hours to Romance,2003,
2597,48 Hrs.,1982,6.7
2598,48 pesetas de taxi,1930,
2599,48 Stunden bis Acapulco,1967,4.3
2600,48,2002,
2601,"48, avenue de l'opra",1917,
2602,"48, El",2004,
2603,"48th Annual Academy Awards, The",1976,
2604,"48th Annual Tony Awards, The",1994,
2605,48th Highlanders Regiment,1902,
2606,48th Manikchand Filmfare Awards 2002,2003,
2607,49 dnej,1962,
2608,491,1964,6.3
2609,498 Third Avenue,1967,
2610,49?,2003,
2611,49ilui namja,1994,
2612,49je,1975,
2613,"49th Annual Academy Awards, The",1977,
2614,"49th Annual Primetime Emmy Awards, The",1997,
2615,"49th Annual Tony Awards, The",1995,
2616,"49th Man, The",1953,6.1
2617,49th Manikchand Filmfare Awards 2003,2004,
2618,49th NHK Red & White Songfest,1999,
2619,"49th State, The",1948,
2620,"4959' North, 814' East",2002,
2621,4:0 v polzu Tanechki,1982,
2622,4D Man,1959,5
2623,4D Special Agents,1981,
2625,4th and Life,2003,
2626,4th Annual BET Awards,2004,
2627,"4th Annual Canadian Comedy Awards, The",2003,
2628,"4th Annual Latin Grammy Awards, The",2003,
2629,4th Annual Mark & Brian Celebrity Golf Turnament,2004,
2630,"4th Annual Soul Train Music Awards, The",1990,
2631,"4th Cavalry, The",1900,
2632,"4th Floor, The",1999,5.7
2633,4th of July Firecrackers,1943,
2634,"4th Tenor, The",2002,4.8
2635,"4th Vixxen, The",1995,
2636,4Tokens - Courzand,1993,
2637,4Tokens II - Anna,1995,
2638,4Tokens II - Downstairs,1995,
2639,4Tokens II - Minnamanna,1995,
2640,4Tokens II - On the Pretext of Collecting Folksongs,1995,
2641,4Tokens II - P,1995,
2642,4wolui gamyeon,1967,
2643,"4x Horizontal, 4x Vertical",1986,
2644,"4X4, La",1998,
2645,"4me pouvoir, Le",1985,7.1
2646,5 % de risques,1980,
2647,5,2002,
2648,5 10 5; Sommer 99 (Selbstnachstellungen),1999,
2649,5 Against the House,1955,5.8
2650,5 American Kids - 5 American Handguns,1995,
2651,5 Aprile,1996,
2652,5 baekhwa,1973,
2653,5 bambole per la luna d'agosto,1970,5.2
2654,5 Branded Women,1960,5.2
2655,5 Card Stud,1968,6.2
2656,5 Card Stud,2002,9.4
2657,5 Dark Souls,1996,7.9
2658,"5 Dark Souls, Part II: Roots of Evil",1998,
2659,"5 Dark Souls, Part III: Retribution",2003,
2660,5 de chocolate y 1 de fresa,1968,3.7
2661,5 de octubre: Mxico,1975,
2662,5 Dead on the Crimson Canvas,1996,1.9
2663,5 doigts pour el pueblo,1985,
2665,5 das de gira,1996,
2666,5 Fingers,1952,7.6
2667,5 Flaschen fr Angelika,1980,
2668,5 Girls,2001,
2669,5 Guns West,2002,
2673,5 hermanos,1956,
2674,"5 i fedtefadet, De",1970,5.6
2675,5 loddrett,1959,
2676,5 Millionen suchen einen Erben,1938,6.7
2677,5 Minutes,2001,
2678,5 Minutos em Lisboa,1936,
2679,5 minutter nu,1950,
2680,5 nin no hanzaisha,1957,
2681,"5 og spionerne, De",1969,4.6
2683,5 pal peso,1998,
2684,5 pieds 2 - 80000 lbs,1999,
2685,5 pollas en peligro,1986,
2686,5 Postcards From Capital Cities,1967,
2687,5 raske piger,1933,
2688,5 sehat 4 sempurna,2002,6.8
2690,5 Steps to Danger,1957,5.3
2691,5 Stunden Angst - Geiselnahme im Kindergarten,1996,
2692,5 tombe per un medium,1965,3.9
2693,5 vistas de las maniobras militares en San Lazaro el 14 de abril,1899,
2694,5 Ways to Kill Mr. Carter,1996,
2695,5 x mijn kamer,2001,
2696,"5 Zimmer, Kche, Bad",1992,
2697,5 r - som vi s dem,1947,
2698,"5,000 Fingers of Dr. T., The",1953,6.6
2699,"5,000 Miles",1964,
2700,5/25/1977,2005,
2701,"5-s szm rhz, Az",1942,
2702,"5. Juni, Der",1942,
2703,"5/62: Fenstergucker, Abfall, etc.",1962,
2704,50 ans,1989,
2705,50 aos de cha cha cha; Orquesta America,2003,
2706,50 Cent: Shoot First,2003,
2707,50 E Cnicos Anos de Teatro - Geninha da Rosa Borges,1996,
2708,50 Feet of String,1995,
2709,50 First Dates,2004,6.8
2710,"50 for 50: Volume 1, Tape 1: Golden Oldies",1989,
2711,"50 for 50: Volume 1, Tape 2: Animation: A Touch of Fantasy",1989,
2712,"50 for 50: Volume 1, Tape 3: Animation: Reflections",1989,
2713,"50 for 50: Volume 1, Tape 4: Children's Choice",1989,
2714,50 for 50: Volume 2 - The Documentary Tradition: Tape 1,1989,
2715,50 for 50: Volume 2 - The Documentary Tradition: Tape 2,1989,
2716,50 for 50: Volume 2 - The Documentary Tradition: Tape 3,1989,
2717,50 for 50: Volume 2 - The Documentary Tradition: Tape 4,1989,
2718,50 godina 'Borova',1981,
2719,50 Most Awesomely Bad Songs... Ever,2004,
2720,50 Questions,2003,
2721,50 Sexiest Video Moments,2003,
2722,50 Simple Things Kids Can Do to Save the Earth,1992,
2723,50 Ways to Leave Your Lover,2004,
2725,50 Ways to Look Great Naked,2004,
2726,50 Years of Funny Females,1995,
2727,50 Years of NBC Late Night,2001,
2728,"50 Years War: Israel and the Arabs, The",1999,
2729,50% absolut,1994,
2730,"50,000 B.C. (Before Clothing)",1963,
2731,"50,000,000 Joe Franklin Fans Can't Be Wrong",1997,
2732,50-50,1932,
2733,50/50,1982,3.9
2734,50/96 Snapspots (for Bruce),1996,
2735,500 Anos de Escravido,2000,
2736,500 grammes de foie de veau,1977,
2737,500 Hats of Bartholemew Cubbins,1943,8.4
2738,500 kada,1981,
2739,500 Miles on a Gallon of Gas,1919,
2740,"500 Pound Jerk, The",1973,
2741,500 Pounds Reward,1918,
2742,500!,2001,6.2
2743,500.000 Francs,1920,
2744,5000 Jahre gypten,1953,
2745,5000 psemata,1966,
2746,501 Blues,1986,
2747,"504 et les foudroyers, La",1974,
2748,50CC,2000,7.4
2749,50th Anniversary of Motion Pictures,1944,
2750,"50th Annual Academy Awards, The",1978,
2751,"50th Annual Miss USA Pageant, The",2001,
2752,"50th Annual Primetime Emmy Awards, The",1998,
2753,"50th Annual Tony Awards, The",1996,
2754,50th National Film Awards,2003,
2755,51 Bar,1985,
2756,51 kHz,2004,
2757,51 raisons,1996,
2758,5187,2002,
2759,"51st Annual Academy Awards, The",1979,
2760,"51st Annual Miss USA Pageant, The",2002,
2761,"51st Annual Primetime Emmy Awards, The",1999,
2762,"51st Annual Tony Awards, The",1997,
2763,"51st State, The",2001,6.2
2764,52 Kpfe,1995,
2765,52 Most Irresistible Women,2004,
2766,52 Pick-Up,1986,5.9
2767,52 Wochen sind ein Jahr,1955,
2768,"52nd Annual Academy Awards, The",1980,
2769,"52nd Annual L.A. Emmys, The",2000,
2770,"52nd Annual Primetime Emmy Awards, The",2000,
2771,"52nd Annual Tony Awards, The",1998,
2772,52nd St. Serenade,1992,
2773,52nd Street,1937,
2774,531,2001,
2775,"53rd Annual Academy Awards, The",1981,
2776,53rd Annual Hollywood Christmas Parade,1984,
2777,"53rd Annual L.A. Emmys, The",2001,
2778,"53rd Annual Primetime Emmy Awards, The",2001,
2779,"53rd Annual Tony Awards, The",1999,
2780,"53rd Presidential Inaugural Gala: An American Journey, The",1997,
2781,54,1998,5.4
2782,54 byeongaui madam,1972,
2783,54 Grad,2003,
2784,54-40: Since When,1998,
2785,"54th Annual Academy Awards, The",1982,
2786,"54th Annual L.A. Emmys, The",2002,
2787,"54th Annual Primetime Emmy Awards, The",2002,
2788,"54th Annual Tony Awards, The",2000,
2789,55 Days at Peking,1963,6.6
2790,55 gradusov nizhe nulya,1986,
2791,55 Holly Star,2005,
2792,55' Puheaikaa,2004,
2793,"55,000 for Breakfast",1949,
2794,55/95,1994,
2795,555,1988,
2796,"55th Annual Academy Awards, The",1983,
2797,"55th Annual Primetime Emmy Awards, The",2003,
2798,"55th Annual Tony Awards, The",2001,
2799,56 fois par semaine,1996,
2800,56 Rue Pigalle,1949,
2801,"56, El",1988,
2802,"56,79 Noord - 2,17 Oost",1957,
2803,56k,1999,
2804,"56th Annual Academy Awards, The",1984,
2805,"56th Annual Primetime Emmy Awards, The",2004,
2806,"56th Annual Tony Awards, The",2002,
2807,56th Annual Writers Guild Awards,2004,
2808,57,1973,
2809,"57th Annual Academy Awards, The",1985,
2810,"57th Annual Tony Awards, The",2003,
2811,58 msodperc,1964,
2812,58.2/B,1958,
2813,585 Kiloherz,1986,
2814,588 rue paradis,1993,7.9
2815,"58th Annual Academy Awards, The",1986,
2816,58th Annual Tony Awards,2004,
2817,"59th Annual Academy Awards, The",1987,
2818,"59th Annual Golden Globe Awards, The",2002,
2819,5:55,1999,
2820,5BX Plan for Physical Fitness,1959,
2821,"5de muur, De",1966,
2822,5eyes,2002,
2823,5inui deoksuri,1963,
2824,5inui geondaldeul,1971,
2825,5inui haebyeong,1961,
2826,5inui sahyeongsu,1969,
2827,5ive!,2002,
2828,5ive: The Home Video,1999,
2829,"5th Annual Family Television Awards, The",2003,
2830,"5th Annual Latin Grammy Awards, The",2004,
2831,"5th Annual Soul Train Music Awards, The",1991,
2832,"5th Annual Women Rock! Girls and Guitars, The",2004,
2833,5th Ave Girl,1939,6.2
2834,"5th Avenue, N.Y.",1897,
2835,"5th Dimension Traveling Sunshine Show, The",1971,
2836,5th Ohio Volunteers of Cleveland,1899,
2837,5up 2down,2005,
2838,5x2 cinq fois deux,2004,6.2
2839,"5 Poder, O",1962,8.7
2840,6,2004,
2841,6 1/2,1998,
2842,6 1/2 Magic Hours,1958,
2843,6 auf See,2000,
2844,6 Black Sticks 1 White Trick 3,2003,
2845,6 Day Bike Rider,1934,7.1
2846,6 diestrammenes zitoun dolofono,1976,
2847,6 dni strusia,2001,5.7
2848,"6 juin  l'aube, Le",1945,
2849,6 Miles of 8 Feet,1999,8
2850,6 Mina,1985,
2851,"6 Patu'ah, 21 Sagur",1994,
2852,6 Points,2004,4.4
2853,6 Rms Riv Vu,1974,
2854,6 Stunden Angst,1997,
2855,"6,000 Miles from Hollywood",2000,
2856,6/18/1967,1967,5.2
2857,6-9 the Daily Double,1970,
2858,6. Dezember 1971,1972,
2859,"6. Gebot, Das",1912,
2860,6.40 PM,1967,
2861,6.5 Special,1958,4.2
2862,29-Jun,1998,
2863,6/64 - Mama und Papa,1964,
2864,6/64: Mama und Papa (Materialaktion Otto Mhl),1964,
2865,60 aos,2003,
2866,60 Cycles,1965,
2867,60 Grad mit Schleudern,1988,
2868,60 millions d'ennemis,1998,
2869,60 Minute Flyer,1897,
2870,60 Minuten Todesangst,1997,
2871,60 Minutes of Discipline,1992,
2872,60 Minutes: The Entertainers,1991,
2873,60 Minutos em Lisboa,1936,
2874,60 Odd Hours in Italy,2002,
2875,60 Seconds,2002,
2876,60 Seh-kunden,1993,
2877,60 Seh-kunden II,1993,
2878,60 Spins Around the Sun,2003,6.9
2879,60 Unit Bruise,1976,
2880,600 000 francs par mois,1933,
2881,6000 a Day: An Account of a Catastrophe Foretold,2002,
2882,6000 Enemies,1939,6.8
2883,6000 km di paura,1978,2.5
2884,6000 Lash Lane,1994,
2885,600000 francs par mois,1925,
2886,601-s,2002,
2887,606 contra o Espirocheta Palido,1910,
2888,"60th Annual Academy Awards, The",1988,
2889,"60th Annual Golden Globe Awards, The",2003,
2890,61*,2001,
2891,"610, Bedford Drive",1997,
2892,611,2001,
2893,"61st Annual Academy Awards, The",1989,
2894,"61st Annual Golden Globe Awards, The",2004,
2895,"62nd Annual Academy Awards, The",1990,
2896,"62nd Annual George Foster Peabody Awards, The",2003,
2897,633 Squadron,1964,6.1
2898,639+1 Nights,1990,
2899,"63rd Annual Academy Awards, The",1991,
2900,64 Disks,2002,
2901,"64, El",2002,
2902,"64,000,000 Years Ago",1981,6.6
2903,645 Wellington,2002,
2904,"64th Annual Academy Awards, The",1992,
2905,65 Hsn,1965,
2906,65 Jahre,1991,
2907,"65, 66 och jag",1936,5.2
2908,650 milinu,1960,
2909,"65th Annual Academy Awards, The",1993,
2910,65th Regiment at Double Time,1898,
2911,"65th Regiment, N.Y.V.",1898,
2912,66 AD: The Last Revolt,2000,
2913,66 byeongaui hyeolgeon,1967,
